address,subdistrict_code,rent,deposit,Let type,Furnish Type,Coucil Tax,PROPERTY TYPE,BEDROOMS,BATHROOMS,SIZE,avg_distance_to_nearest_station,nearest_station_count,faiss_id
"West Cromwell Road, Earls Court",,2470,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,2861
"West Cromwell Road, Kensington, London, SW5",SW5,2470,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,2862
"Eardley Crescent, London, SW5",SW5,2470,0,Short term,Furnished,Ask agent,Flat,1.0,1.0,301 sq ft,0.3,3,2863
"Ashburn Gardens, London",,2492,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3,2864
"Ashburn Gardens, South Kensington, London, SW7",SW7,2492,2878,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,2865
"Courtfield Road,London,SW7",SW7,2492,0,Long term,Furnished,Ask agent,Flat,1.0,,534 sq ft,0.3,3,2866
"Gloucester Road, South Kensington SW7",,2492,0,Long term,Part furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,2867
"Collingham Gardens, 
South Kensington, SW5",SW5,2492,2875,Long term,Furnished,Ask agent,Flat,1.0,1.0,480 sq ft,0.3,3,2868
"Kendrick Mews, South Kensington, London, SW7",SW7,2492,2875,Long term,Furnished,Ask agent,Flat,1.0,1.0,503 sq ft,0.4,3,2869
"Queens Gate Terrace, South Kensington, London, SW7",SW7,2492,2875,Long term,Furnished,Ask agent,Flat,1.0,1.0,663 sq ft,0.4,3,2870
"Kenway Road, Earls Court, London, SW5",SW5,2492,2875,Long term,Furnished,Ask agent,Flat,1.0,1.0,480 sq ft,0.3,3,2871
Philbeach Gardens London SW5,,3500,4038,Long term,Furnished,Ask agent,Apartment,3.0,2.0,Ask agent,0.3,3,2872
"Longridge Road, London, SW5",SW5,2496,0,Long term,Ask agent,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3,2873
"Nevern Place, Earls Court",,2496,0,Long term,Furnished,Ask agent,Flat,1.0,2.0,Ask agent,0.3,3,2874
"Elsham Road, Holland Park",,2499,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,2875
"Longridge Road, Earls Court, London, SW5",SW5,2500,2885,Long term,Part furnished,Ask agent,Flat,1.0,1.0,924 sq ft,0.3,3,2876
"Coleherne Road, London, UK, London, SW10",SW10,2500,2878,Long term,Furnished,Ask agent,Studio,,1.0,312 sq ft,0.3,3,2877
"Coleherne Road, London, SW10",SW10,2500,2884,Long term,Furnished,Ask agent,Studio,,1.0,291 sq ft,0.3,3,2878
"Kensington & Chelsea Borough, London, SW5",SW5,2500,2885,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,2879
"Gloucester Road, Kensington",,2500,2885,Long term,Furnished,Ask agent,Apartment,1.0,1.0,425 sq ft,0.4,3,2880
"Elsham Road, London, W14",W14,2500,2884,Long term,Ask agent,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,2881
"Elsham Road, London, W14",W14,2500,2884,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3,2882
"Elsham Road, West Kensington",,2500,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,2883
"Elsham Road, Holland Park",,2500,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,2884
"Roland Gardens, South Ken, SW7, South Kensington",,2500,2885,Long term,Furnished,Ask agent,Flat,1.0,1.0,431 sq ft,0.3,3,2885
"Elsham Road, LONDON",,2500,0,Long term,Furnished,Ask agent,Apartment,2.0,,Ask agent,0.4,3,2886
"Kensington Court, London, W8",,2578,0,Long term,Ask agent,Ask agent,Apartment,,1.0,Ask agent,0.4,3,2887
"Emperors Gate, London, SW7",SW7,2578,0,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.4,3,2888
Airlie Gardens London W8,,2578,2975,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,2889
"Courtfield Gardens, London, SW5",SW5,2578,2975,Long term,Furnished,Ask agent,Studio,,1.0,189 sq ft,0.3,3,2890
"Elvaston Place, South Kensington",,2578,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,2891
"Ennismore Gardens, London, SW7 1NH, UK",,3720,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,475 sq ft,0.5,3,2892
"Courtfield Gardens, London SW5",,2578,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,2893
"Cornwall Gardens, SW7",SW7,2578,2975,Long term,Furnished,Ask agent,Apartment,1.0,1.0,635 sq ft,0.4,3,2894
"Collingham Gardens, South Kensington, London, SW5",SW5,2579,2975,Long term,Part furnished,Ask agent,Flat,1.0,1.0,619 sq ft,0.4,3,2895
"Courtfield Gardens, South Kensington, London, SW5",SW5,2600,3000,Long term,Furnished,Ask agent,Flat,1.0,1.0,455 sq ft,0.3,3,2896
"Elsham Road, London, W14",W14,2600,3000,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,649 sq ft,0.4,3,2897
"Marloes, Kensington, London, W8",,2600,700,Short term,Ask agent,Ask agent,Studio,,1.0,281 sq ft,0.3,3,2898
"LEXHAM GARDENS, South Kensington, London, W8",,2600,3000,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,1.0,523 sq ft,0.4,3,2899
"Coleherne Road, SW10",SW10,2600,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,2900
"Chatsworth Court, 
Pembroke Road, W8",,2600,3000,Long term,Furnished,Ask agent,Flat,1.0,1.0,472 sq ft,0.4,3,2901
"Chatsworth Court, 
Pembroke Road, W8",,2600,3000,Long term,Furnished,Ask agent,Flat,1.0,1.0,480 sq ft,0.4,3,2902
"Lexham Gardens, Kensington, London, W8",,2600,3000,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,2903
"Ashburn Gardens, London",,2600,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3,2904
"Queens Gate, South Kensington, London, SW7",SW7,2600,3000,Long term,Furnished,Ask agent,Flat,2.0,2.0,571 sq ft,0.4,3,2905
Pembroke Road London W8,,2600,3000,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,2906
"South Kensington, South Kensington, SW7",SW7,2600,2600,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.5,3,2907
"Lexham Gardens, Kensington",,2600,0,Long term,Ask agent,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,2908
"Gledhow Gardens, South Kensington SW5",,2600,3000,Long term,Furnished,Ask agent,Apartment,1.0,1.0,606 sq ft,0.4,3,2909
"Elsham Road, London, W14",W14,2600,0,Long term,Ask agent,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3,2910
"Kempsford Gardens, London, SW5",SW5,2600,2600,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,2911
Kensington,,2600,3000,Long term,Furnished,Ask agent,Apartment,1.0,1.0,725 sq ft,0.4,3,2912
"Harrington Gardens, South Kensington",,2600,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,2913
"Elsham Road, Holland Park",,2600,0,Long term,Ask agent,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,2914
"Marloes Road, Kensington, London, W8",,2600,700,Short term,Ask agent,Ask agent,Studio,,1.0,267 sq ft,0.3,3,2915
Ennismore Gardens Knightsbridge SW7,,5590,6450,Long term,Part furnished,Ask agent,Duplex,3.0,3.0,Ask agent,0.5,3,2916
"Marloes Road, Kensington, London",,2600,0,Long term,Ask agent,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3,2917
"Marloes Road, Kensington, London, W8",,2600,700,Short term,Ask agent,Ask agent,Studio,,1.0,320 sq ft,0.3,3,2918
"CHENISTON GARDENS, Kensington, London, W8",,2600,700,Short term,Ask agent,Ask agent,Studio,,1.0,231 sq ft,0.4,3,2919
"Gloucester Road, South Kensington, London, SW7",SW7,2600,3000,Long term,Furnished,Ask agent,Flat,1.0,1.0,506 sq ft,0.4,3,2920
"Kensington, Earls Court, London, SW5",SW5,2600,700,Short term,Ask agent,Ask agent,Studio,,1.0,322 sq ft,0.4,3,2921
"Gloucester Road, London, SW7",SW7,2600,0,Long term,Furnished,Ask agent,Flat,1.0,,Ask agent,0.4,3,2922
"Gloucester Walk, London, W8",,2600,0,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3,2923
"Coleherne Road, London, SW10",SW10,2650,3059,Long term,Furnished,Ask agent,Studio,,1.0,603 sq ft,0.3,3,2924
"Cromwell Road, South Kensington, SW7",SW7,2650,3057,Long term,Part furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3,2925
"Old Brompton Road, South Kensington, London, SW7",SW7,2665,3075,Long term,Furnished,Ask agent,Flat,1.0,1.0,474 sq ft,0.4,3,2926
"Earls Court Road, London, SW5 9QQ, UK",,2670,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,382 sq ft,0.4,3,2927
"Elsham Road, Holland Park",,2700,3450,,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,2928
Elsham Road London W14,,2700,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3,2929
"Warwick Road (9/121), Earls Court, London, SW5",SW5,2700,3115,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3,2930
"Elsham Road, Holland Park",,2700,0,Long term,Ask agent,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,2931
"Russell Road, London",,2700,3115,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,2932
"Hornton Street, London, W8",,2700,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3,2933
"Elsham Road, London, W14",W14,2700,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3,2934
"Elsham Road, London",,2700,3115,Long term,Ask agent,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,2935
"Elsham Road, West Kensington",,2700,0,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,2936
"Warwick Road (9/119), Earls Court, London, SW5",SW5,2700,3115,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3,2937
"Cranley Place, South Kensington, London, SW7",SW7,2708,3125,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,2938
"Kempsford Gardens, SW5",SW5,2708,3125,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3,2939
2-4 Hyde Park Gate South Kensington SW7,,10400,12000,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.5,3,2940
"Wetherby Gardens, Earls Court",,2708,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,2941
"Kensington Court Mews, London, W8",,2708,0,Long term,Unfurnished,Ask agent,Maisonette,1.0,1.0,681 sq ft,0.5,3,2942
"Cranley Place, South Kensington, London, SW7",SW7,2708,3125,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,2943
"Airlie House, 17 Airlie Gardens, Kensington, London, W8",,2708,3125,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,2944
"Elsham Road, Kensington, London, W14",W14,2709,3125,Long term,Furnished,Ask agent,Flat,2.0,2.0,723 sq ft,0.4,3,2945
"Cromwell Road, South Kensington, London, SW7",SW7,2709,3125,Long term,Furnished,Ask agent,Flat,1.0,1.0,620 sq ft,0.3,3,2946
"Lexham Gardens, Kensington, London, W8",,2709,3125,Long term,Furnished,Ask agent,Flat,1.0,1.0,665 sq ft,0.3,3,2947
"Pembridge Gardens, Notting Hill, London, W2",,2730,0,Short term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3,2948
"Campden Hill Gardens, London, W8",,2730,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3,2949
"Bramham Gardens, London, SW5",SW5,2747,0,Long term,Ask agent,Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3,2950
"Marloes Road, 
Campden Hill, W8",,2747,3170,Long term,Unfurnished,Ask agent,Terraced,1.0,1.0,626 sq ft,0.3,3,2951
"Oakwood Court, Kensington W14",,2747,0,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,2952
"Marloes Road, Kensington",,2747,0,Long term,Ask agent,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,2953
"Ibberton House, 70 Russell Road, London, W14",W14,2750,3173,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3,2954
Lexham Gardens W8 6JQ,,2750,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,575 sq ft,0.4,3,2955
Oakwood Court London W14,,2750,0,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,2956
"Kensington High Street, London, UK, W8",,2750,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,2957
"Oakwood Court, London, W14",W14,2750,3173,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,690 sq ft,0.4,3,2958
"Elsham Road, LONDON",,2752,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,,Ask agent,0.4,3,2959
"Kensington Court, Kensington, W8",,2752,3175,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.5,3,2960
"Radnor Terrace, Kensington, W14",W14,2795,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,2961
"Beckford Close, Warwick Road, London, W14",W14,2795,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,982 sq ft,0.4,3,2962
"Kensington, London, W14",W14,2800,3231,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,2963
"Coleherne Road, South Kensington",,2817,0,Long term,Ask agent,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3,2964
"Finborough Road, London, SW10",SW10,2817,0,Long term,Ask agent,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3,2965
"Queens Gate, SW7",SW7,2817,0,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.5,3,2966
"Warwick Mansions, Kensington SW5",,2817,0,,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,2967
Oakwood Court London W14,,2817,3250,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,2968
Coleherne Road London SW10,,2817,3250,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,2969
"Lucerne Mews, High Street Kensington, London, W8",,2817,3250,Long term,Furnished,Ask agent,Flat,1.0,1.0,456 sq ft,0.3,3,2970
"Lucerne Mews, Kensington",,2817,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,2971
"Lexham Gardens, Kensington, W8",,2817,3250,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,2972
"Coleherne Road, Chelsea, SW10",SW10,2817,3250,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,710 sq ft,0.3,3,2973
"Longridge Road, Earls Court, London, SW5",SW5,2817,3250,Long term,Furnished,Ask agent,House,2.0,1.0,617 sq ft,0.3,3,2974
"Juniper Court, Kensington Green, London, W8",,2817,3250,Long term,Furnished,Ask agent,Apartment,1.0,1.0,523 sq ft,0.4,3,2975
"Courtfield Road, South Kensington",,2817,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,2976
"Lucerne Mews, Kensington, W8",,2817,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3,2977
"Point west, SW7",SW7,2817,3000,Long term,Part furnished,Ask agent,,2.0,1.0,Ask agent,0.3,3,2978
"Beckford Close, Kensington, London, W14",W14,2817,3250,Long term,Furnished,Ask agent,Flat,2.0,2.0,854 sq ft,0.4,3,2979
"Chatsworth Court, Pembroke Road, London, W8",,2817,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,2980
"Eardley Crescent, Earls Court, London, SW5",SW5,2817,0,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3,2981
"Campden Hill Road, London, W8",,2817,3250,Long term,Ask agent,Ask agent,Apartment,,1.0,Ask agent,0.3,3,2982
"Warwick Road, Kensington, London, W14",W14,2817,3250,Long term,Unfurnished,Ask agent,Maisonette,2.0,1.0,680 sq ft,0.4,3,2983
"Queens Gate, South Kensington, London, SW7",SW7,2817,3250,Long term,Furnished,Ask agent,Flat,1.0,1.0,412 sq ft,0.3,3,2984
"Marloes Road, Kensington, London, W8",,2817,700,Short term,Ask agent,Ask agent,Studio,,1.0,281 sq ft,0.3,3,2985
"Prince Of Wales Terrace, Kensington, London W8",,2817,3250,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.5,3,2986
"Point West, SW7",SW7,2817,3250,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3,2987
"Longridge Road, Earls Court, London, SW5",SW5,2817,3250,Long term,Furnished,Ask agent,Flat,2.0,2.0,627 sq ft,0.3,3,2988
"Cheniston Gardens, Kensington, London, W8",,2817,3250,Long term,Part furnished,Ask agent,Flat,1.0,1.0,509 sq ft,0.4,3,2989
"Kensington Heights, 
Campden Hill Road, W8",,2817,3250,Long term,Furnished,Ask agent,Flat,,1.0,604 sq ft,0.3,3,2990
"Holland Road, Holland Park, London, W14",W14,2817,3250,Long term,Furnished,Ask agent,Flat,2.0,2.0,"1,181 sq ft",0.4,3,2991
"Collingham Place, South Kensington, London, SW5",SW5,2817,3250,Long term,Furnished,Ask agent,Flat,1.0,1.0,568 sq ft,0.3,3,2992
"Hamilton Court, London, SW5",SW5,2850,3000,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3,2993
"West Cromwell Road, London, SW5",SW5,2860,2860,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,2994
"Old Brompton Road, South Kensington, London, SW5",SW5,2860,3300,Long term,Furnished,Ask agent,Flat,2.0,1.0,520 sq ft,0.4,3,2995
"Hogarth Road, London, SW5",SW5,2875,3317,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3,2996
"Princes Gate, South Kensington, London, SW7",SW7,2882,3325,Long term,Furnished,Ask agent,Flat,1.0,1.0,744 sq ft,0.5,3,2997
"Princes Gate, London",,2882,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.6,3,2998
"Pembroke Road, Kensington  W8, Heating & Hot Water Included",,2900,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,577 sq ft,0.4,3,2999
"Holland Road, Kensington, Kensington",,2900,0,Long term,Ask agent,Ask agent,,2.0,2.0,Ask agent,0.4,3,3000
"Holland Road, Kensington",,2900,3347,Long term,Furnished,Ask agent,Apartment,2.0,2.0,"1,012 sq ft",0.4,3,3001
"Kensington High Street, Kensington, London, W8",,2900,3346,,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3,3002
"Philbeach Gardens, London, SW5 9EB, UK",,2920,0,Long term,Furnished,Ask agent,Apartment,,1.0,237 sq ft,0.3,3,3003
"Philbeach Gardens, London, SW5 9EB, UK",,2920,0,Long term,Furnished,Ask agent,Apartment,,1.0,280 sq ft,0.3,3,3004
"Oakwood Court, Abbotsbury Road, Kensington, W14",W14,2925,0,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3,3005
"Queen's Gate, SW7",SW7,2925,3375,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,3006
"Earls Court Road, Earls Court",,2925,0,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,3007
"Rosary Gardens, South Kensington",,2925,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,3008
"Stanhope Gardens, London, SW7",SW7,2925,3375,Long term,Ask agent,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3,3009
"Lexham Gardens, London, W8",,2925,3375,Long term,Ask agent,Ask agent,Apartment,1.0,2.0,Ask agent,0.4,3,3010
"Kenway Road, London, SW5",SW5,2925,3375,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3,3011
"Coleherne Road, London, UK, London, SW10",SW10,2925,3375,Long term,Furnished,Ask agent,Studio,,1.0,818 sq ft,0.3,3,3012
"Earls Court Road, Earl's Court",,2925,3750,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,3013
"Cromwell Road, Kensington, London, SW5",SW5,2925,3375,Long term,Furnished,Ask agent,Flat,2.0,2.0,716 sq ft,0.4,3,3014
"Queens Gate, South Kensington, London, SW7",SW7,2925,3375,Long term,Furnished,Ask agent,Flat,2.0,1.0,702 sq ft,0.4,3,3015
"Ovington Court, 197-205 Brompton Road, Knightsbridge SW3",,2925,3375,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,570 sq ft,0.5,3,3016
Elsham Road London W14,,2925,3375,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,3017
Trinity House 377 Kensington High Street Kensington W14,,2925,3375,Long term,Furnished,Ask agent,Ground Flat,1.0,1.0,Ask agent,0.4,3,3018
"Earl's Court Square, London, SW5",SW5,2925,3576,Long term,Furnished,Ask agent,Apartment,2.0,2.0,732 sq ft,0.3,3,3019
Palace Gate London W8,,2925,3375,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.5,3,3020
"Earls Court Road, Earls Court, London, SW5",SW5,2925,3375,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3,3021
"Earls Court Road, Earls Court, London, SW5",SW5,2925,3375,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,"1,025 sq ft",0.3,3,3022
"Kensington Court, Kensington, London, W8",,2925,3375,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,967 sq ft,0.4,3,3023
"Campden Hill Road, London, W8",,2947,3400,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3,3024
"Philbeach Gardens, Earls Court",,2947,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,Ask agent,0.3,3,3025
"Palace Gardens Terrace, W8",,2947,3400,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3,3026
"Cheval Place, London, SW7",SW7,2950,3403,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,3027
"Prince Of Wales Terrace, 
Kensington, W8",,2968,3425,Long term,Furnished,Ask agent,Flat,1.0,1.0,475 sq ft,0.5,3,3028
"Warwick Gardens, Kensington, London, W14",W14,2969,3425,Long term,Furnished,Ask agent,Flat,2.0,1.0,533 sq ft,0.4,3,3029
"Philbeach Gardens, London, SW5 9EB, UK",,2970,0,Long term,Furnished,Ask agent,Apartment,,1.0,297 sq ft,0.3,3,3030
"Courtfield Gardens,London,SW5",SW5,2990,0,Long term,Furnished,Ask agent,Flat,2.0,,Ask agent,0.3,3,3031
"GLOUCESTER ROAD, London, SW7",SW7,2990,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,563 sq ft,0.4,3,3032
Holland Road,,2990,0,Long term,Furnished,Ask agent,Apartment,2.0,,Ask agent,0.4,3,3033
"Warwick Chambers, Pater Street,London,W8",,2990,0,Long term,Furnished,Ask agent,Flat,2.0,,570 sq ft,0.5,3,3034
"Old Brompton Road, London, SW5",SW5,2990,0,,Furnished,Ask agent,Flat,1.0,,Ask agent,0.3,3,3035
"Shillingstone House, Russell Road, Kensington, W14",W14,2990,0,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,3036
"Coleherne Road, 
Earls Court, SW10",SW10,2990,1380,Long term,Furnished,Ask agent,Terraced,1.0,1.0,Ask agent,0.3,3,3037
"Kensington High Street, Kensington, London, W8",,2999,3460,Long term,Furnished,Ask agent,Apartment,2.0,1.0,685 sq ft,0.4,3,3038
"Eardley Crescent, Earls Court",,2999,0,Long term,Part furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3,3039
"Old Brompton Road , Chelsea, SW5",SW5,2999,3460,Long term,Furnished,Ask agent,Flat,2.0,1.0,753 sq ft,0.3,3,3040
"Old Brompton Road, London, SW7",SW7,2999,0,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3,3041
"Nevern Square, Earls Court",,2999,0,Long term,Part furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3,3042
"Holland Road, London",,3000,3461,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,3043
"Cornwall Gardens, 
South Kensington, SW7",SW7,3000,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,593 sq ft,0.4,3,3044
"Warwick Gaedens, London, W14",W14,3000,0,Long term,Furnished,Ask agent,Apartment,3.0,1.0,Ask agent,0.4,3,3045
"Longridge Road,London,SW5",SW5,3000,3461,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,3.0,2.0,Ask agent,0.4,3,3046
"Warren House, 
Beckford Close, W14",W14,3000,3462,Long term,Furnished,Ask agent,Flat,2.0,2.0,937 sq ft,0.4,3,3047
"Collingham Road, London, SW5",SW5,3000,0,,Furnished,Ask agent,Flat,1.0,,Ask agent,0.4,3,3048
